Date,Region,State,Sales Rep,Product,Category,Units Sold,Revenue,Profit,Customer Type,Customer Segment,Channel,Profit Margin
2023-07-08,West,Ohio,Alice,Gamma,Electronics,5,465.89,153.56,Returning,Enterprise,Online,32.960570091652535
2023-07-07,North,Pennsylvania,Bob,Alpha,Furniture,13,1129.24,143.37,Returning,SMB,Retail,12.696149622755126
2023-07-07,East,Pennsylvania,Diana,Delta,Office Supplies,40,1546.26,193.68,Returning,SMB,Retail,12.52570719025261
2023-07-07,North,North Carolina,Alice,Alpha,Electronics,7,490.86,173.78,Returning,SMB,Retail,35.40316994662429
2023-07-06,North,Texas,Charlie,Gamma,Office Supplies,6,140.39,18.07,New,Individual,Online,12.871287128712872
2023-07-05,West,Texas,Charlie,Delta,Office Supplies,4,359.25,105.96,New,Individual,Online,29.494780793319414
2023-07-05,East,New York,Bob,Gamma,Electronics,2,94.72,29.77,New,Enterprise,Online,31.429476351351347
2023-07-05,North,Ohio,Diana,Gamma,Office Supplies,44,3600.66,399.33,Returning,Enterprise,Retail,11.09046674776291
2023-07-03,North,Florida,Charlie,Epsilon,Electronics,8,498.13,131.1,Returning,SMB,Online,26.3184309316845
2023-07-03,East,Florida,Alice,Gamma,Office Supplies,10,321.44,40.19,Returning,Individual,Online,12.50311100049776
2023-07-03,South,Ohio,Alice,Gamma,Furniture,9,898.07,162.36,Returning,Enterprise,Online,18.078768915563376
2023-07-02,South,Pennsylvania,Diana,Alpha,Furniture,43,2509.08,983.24,Returning,SMB,Online,39.187271828718096
2023-07-01,East,Texas,Charlie,Delta,Electronics,37,858.54,267.17,Returning,Individual,Online,31.1191091853612
2023-07-01,South,Georgia,Charlie,Delta,Office Supplies,17,1547.71,360.67,New,Enterprise,Retail,23.303461242739274
2023-06-30,East,New York,Diana,Beta,Electronics,19,660.39,155.81,New,Enterprise,Retail,23.593634064719332
2023-06-30,East,California,Bob,Epsilon,Furniture,38,2295.94,639.49,New,Individual,Online,27.85307978431492
2023-06-30,East,Michigan,Bob,Delta,Office Supplies,15,1374.07,449.75,New,Enterprise,Online,32.73122912224268
2023-06-30,South,Illinois,Bob,Gamma,Furniture,22,1202.61,378.09,Returning,SMB,Retail,31.439119914186648
2023-06-29,East,Michigan,Charlie,Epsilon,Electronics,18,1420.19,545.92,Returning,SMB,Online,38.43992705201416
2023-06-29,East,Texas,Diana,Alpha,Electronics,4,315.14,38.59,Returning,SMB,Retail,12.24535127245034
2023-06-28,West,California,Bob,Gamma,Furniture,20,714.12,165.64,Returning,SMB,Online,23.194981235646665
2023-06-28,West,California,Bob,Delta,Electronics,18,747.43,227.25,Returning,SMB,Online,30.404185007291655
2023-06-27,South,Michigan,Alice,Alpha,Office Supplies,9,740.37,213.1,Returning,Enterprise,Retail,28.782905844375108
2023-06-27,East,Michigan,Diana,Alpha,Office Supplies,39,1303.2,287.83,Returning,Enterprise,Online,22.086402701043582
2023-06-27,North,Ohio,Charlie,Delta,Electronics,43,2635.98,341.08,Returning,Individual,Retail,12.939400147193833
2023-06-26,West,Georgia,Bob,Alpha,Electronics,19,1811.67,372.23,Returning,Enterprise,Retail,20.546236345471307
2023-06-26,West,Illinois,Alice,Beta,Electronics,11,417.15,52.57,Returning,Enterprise,Retail,12.602181469495385
2023-06-26,South,Illinois,Alice,Gamma,Electronics,27,1467.04,556.54,New,SMB,Online,37.93625259024975
2023-06-25,North,Ohio,Charlie,Gamma,Furniture,13,1058.03,420.97,Returning,SMB,Retail,39.78809674583897
2023-06-25,South,Michigan,Bob,Epsilon,Furniture,32,2038.3,800.26,New,Enterprise,Retail,39.26114899671295
2023-06-23,North,Texas,Bob,Epsilon,Furniture,5,417.29,163.57,Returning,Individual,Retail,39.19815955330825
2023-06-23,East,North Carolina,Diana,Epsilon,Office Supplies,14,353.56,137.22,Returning,SMB,Retail,38.81095146509786
2023-06-23,East,Michigan,Diana,Gamma,Furniture,4,131.31,44.1,Returning,Enterprise,Retail,33.58464701850583
2023-06-23,East,Michigan,Bob,Epsilon,Electronics,5,301.81,55.56,New,SMB,Online,18.408932772273946
2023-06-23,North,North Carolina,Alice,Gamma,Furniture,35,3251.35,1112.16,Returning,SMB,Online,34.20609900502868
2023-06-22,North,New York,Alice,Beta,Electronics,36,2237.71,322.16,New,Enterprise,Retail,14.396861076725761
2023-06-22,East,Georgia,Charlie,Epsilon,Office Supplies,30,1182.55,354.98,New,SMB,Online,30.01818104942709
2023-06-21,South,Illinois,Alice,Alpha,Furniture,9,713.38,96.28,New,Individual,Online,13.496313325296477
2023-06-20,South,California,Diana,Epsilon,Electronics,19,569.58,218.88,New,SMB,Online,38.42831560096913
2023-06-20,North,Pennsylvania,Charlie,Gamma,Electronics,7,374.29,81.65,Returning,Enterprise,Retail,21.814635710278125
2023-06-20,North,Illinois,Charlie,Gamma,Office Supplies,30,1875.08,369.71,New,SMB,Retail,19.717025406915972
2023-06-20,West,North Carolina,Alice,Beta,Furniture,50,1195.07,268.88,Returning,Enterprise,Online,22.499100471102114
2023-06-19,East,Michigan,Diana,Beta,Furniture,42,2673.78,991.81,New,Individual,Retail,37.09392694986124
2023-06-18,West,California,Diana,Alpha,Furniture,45,4027.27,1208.8,Returning,SMB,Retail,30.015370213568993
2023-06-18,East,North Carolina,Diana,Alpha,Electronics,21,1797.85,401.83,Returning,SMB,Online,22.350585421475653
2023-06-17,North,Georgia,Bob,Beta,Electronics,25,1134.37,402.07,New,Individual,Retail,35.44434355633524
2023-06-17,West,Pennsylvania,Diana,Epsilon,Office Supplies,13,732.75,224.51,New,SMB,Online,30.639372227908563
2023-06-16,West,Michigan,Diana,Beta,Office Supplies,14,653.42,108.28,New,Individual,Online,16.571271157907624
2023-06-16,East,California,Bob,Delta,Electronics,13,764.57,171.71,Returning,SMB,Retail,22.458375295917968
2023-06-15,South,Ohio,Alice,Epsilon,Electronics,29,909.54,101.92,Returning,Individual,Retail,11.20566440178552
2023-06-15,West,New York,Charlie,Gamma,Office Supplies,48,3044.23,333.08,New,Individual,Retail,10.94135462826396
2023-06-15,South,Ohio,Charlie,Alpha,Electronics,47,1938.55,660.29,New,Enterprise,Retail,34.06102499290707
2023-06-15,East,Texas,Diana,Gamma,Office Supplies,40,981.31,216.8,Returning,Individual,Retail,22.092916611468347
2023-06-14,West,Florida,Bob,Alpha,Electronics,43,3377.02,1166.04,Returning,Individual,Online,34.52866728654257
2023-06-14,West,Michigan,Alice,Gamma,Office Supplies,7,491.52,58.49,New,SMB,Online,11.899820963541668
2023-06-13,North,Michigan,Alice,Alpha,Furniture,1,44.92,6.33,New,Enterprise,Retail,14.091718610863758
2023-06-13,East,Illinois,Diana,Delta,Office Supplies,37,2194.26,727.42,Returning,Enterprise,Online,33.15103953041116
2023-06-13,East,Illinois,Diana,Beta,Office Supplies,4,326.26,33.38,New,Individual,Retail,10.231104027462761
2023-06-13,East,New York,Diana,Gamma,Office Supplies,46,2045.54,528.36,New,SMB,Online,25.829854219423726
2023-06-12,West,Michigan,Charlie,Delta,Furniture,41,3081.79,336.24,New,Enterprise,Online,10.910542249796384
2023-06-12,North,Pennsylvania,Alice,Delta,Electronics,20,1039.42,150.93,Returning,Individual,Online,14.520598025822093
2023-06-11,West,Ohio,Diana,Alpha,Office Supplies,26,1527.24,426.64,Returning,Individual,Online,27.93536051963018
2023-06-11,South,Texas,Diana,Epsilon,Office Supplies,42,1357.99,441.48,Returning,SMB,Retail,32.50981229611411
2023-06-11,East,Pennsylvania,Charlie,Gamma,Office Supplies,30,681.5,268.43,New,Individual,Retail,39.388114453411596
2023-06-10,West,Michigan,Bob,Delta,Electronics,6,159.16,39.45,Returning,Enterprise,Online,24.78637848705705
2023-06-09,North,North Carolina,Alice,Epsilon,Office Supplies,25,1016.34,192.36,Returning,Enterprise,Retail,18.926737115532205
2023-06-09,South,Illinois,Charlie,Epsilon,Electronics,18,685.75,151,New,Enterprise,Online,22.019686474662777
2023-06-08,North,Illinois,Diana,Alpha,Office Supplies,18,502.63,148.08,New,Enterprise,Online,29.461034956130757
2023-06-08,South,Michigan,Diana,Alpha,Office Supplies,13,1111.87,415.25,New,Enterprise,Online,37.34699200446096
2023-06-08,East,Ohio,Alice,Gamma,Electronics,41,1903.77,313.57,Returning,Enterprise,Online,16.47100227443441
2023-06-08,North,Georgia,Charlie,Delta,Furniture,10,836.29,272.22,Returning,Individual,Online,32.55090937354267
2023-06-07,South,Michigan,Alice,Alpha,Furniture,39,2404.35,323.86,New,SMB,Retail,13.469752739825733
2023-06-07,East,North Carolina,Bob,Beta,Office Supplies,24,1705.39,551.01,Returning,Individual,Retail,32.30991151584095
2023-06-06,North,Michigan,Diana,Gamma,Office Supplies,10,444.67,139.94,New,Enterprise,Online,31.470528706681357
2023-06-06,East,Pennsylvania,Charlie,Beta,Electronics,26,1066.89,255.45,New,Individual,Retail,23.943424345527653
2023-06-05,West,Illinois,Diana,Beta,Electronics,45,3167.19,647.12,Returning,Enterprise,Retail,20.431991765571375
2023-06-05,North,Georgia,Charlie,Alpha,Office Supplies,14,465.91,164.7,Returning,Enterprise,Online,35.350174926487945
2023-06-05,South,Pennsylvania,Diana,Delta,Furniture,11,607.06,224.25,Returning,Individual,Retail,36.94033538694693
2023-06-05,East,Michigan,Alice,Beta,Furniture,38,3568.81,842.1,Returning,Individual,Online,23.596100661004648
2023-06-05,North,Texas,Bob,Gamma,Office Supplies,11,256.75,102.28,Returning,SMB,Retail,39.83641674780915
2023-06-04,West,North Carolina,Charlie,Beta,Office Supplies,42,1330.34,276.89,Returning,Individual,Retail,20.813476254190657
2023-06-04,East,Ohio,Bob,Beta,Office Supplies,48,1222.39,376.89,New,Individual,Retail,30.83222212223594
2023-06-03,East,Ohio,Alice,Epsilon,Office Supplies,23,1415.21,490.37,New,Enterprise,Retail,34.6499812748638
2023-06-03,South,Illinois,Charlie,Beta,Office Supplies,30,1464.97,333.57,Returning,Enterprise,Online,22.76974955118535
2023-06-02,North,North Carolina,Bob,Alpha,Furniture,15,1437.98,265.19,New,SMB,Retail,18.441842028400952
2023-06-02,North,Georgia,Charlie,Gamma,Electronics,40,1332.36,256.7,New,Enterprise,Online,19.26656459215227
2023-06-02,South,Georgia,Charlie,Delta,Furniture,38,1369.55,341.34,Returning,Enterprise,Retail,24.923515023182794
2023-06-02,South,Illinois,Bob,Delta,Furniture,10,256.84,53.17,Returning,SMB,Online,20.701604111509113
2023-06-01,South,Pennsylvania,Alice,Epsilon,Furniture,49,1762.84,620.5,Returning,SMB,Retail,35.19888361961381
2023-06-01,West,Illinois,Charlie,Epsilon,Electronics,10,349.54,36.67,New,Enterprise,Retail,10.49093093780397
2023-06-01,South,North Carolina,Alice,Alpha,Electronics,19,1219.23,397.44,Returning,Enterprise,Online,32.59762308998302
2023-06-01,West,Pennsylvania,Diana,Alpha,Furniture,49,2767.18,874.5,New,SMB,Online,31.60257012554297
2023-06-01,South,Florida,Charlie,Delta,Office Supplies,7,624.74,187.39,New,Enterprise,Retail,29.99487786919358
2023-06-01,North,Georgia,Charlie,Alpha,Electronics,27,1936.97,703.05,New,Enterprise,Retail,36.296380429227085
2023-06-01,West,Texas,Bob,Gamma,Office Supplies,8,550.82,117.81,New,SMB,Online,21.38811226898079
2023-05-31,East,Florida,Diana,Delta,Furniture,24,1483.04,357.63,New,Enterprise,Online,24.114656381486675
2023-05-31,West,Ohio,Charlie,Epsilon,Electronics,38,1324.3,478.33,New,Enterprise,Retail,36.11945933700823
2023-05-30,North,Florida,Alice,Alpha,Furniture,33,1581.05,404.91,New,Enterprise,Online,25.61019575598495
2023-05-30,South,Florida,Bob,Gamma,Furniture,35,3440.14,520.32,New,SMB,Retail,15.12496584441331
2023-05-30,South,North Carolina,Alice,Gamma,Electronics,8,227,65.39,New,Enterprise,Retail,28.806167400881055
2023-05-29,South,Texas,Diana,Gamma,Electronics,38,2225.04,607.51,New,Enterprise,Retail,27.303329378348256
2023-05-29,South,Michigan,Charlie,Delta,Electronics,28,2566.88,564.12,Returning,Individual,Online,21.97687464937979
2023-05-29,South,Pennsylvania,Diana,Epsilon,Office Supplies,26,2401.87,267.23,New,Enterprise,Retail,11.125914391703134
2023-05-28,North,Pennsylvania,Diana,Gamma,Electronics,38,1061.1,221.38,New,Individual,Online,20.86325511261898
2023-05-28,East,New York,Charlie,Delta,Office Supplies,24,2156.41,608.58,New,Individual,Online,28.221905852783102
2023-05-28,East,Ohio,Bob,Gamma,Electronics,6,581.01,133.96,Returning,Individual,Retail,23.05640178310184
2023-05-28,North,New York,Charlie,Epsilon,Office Supplies,20,427.63,115.64,Returning,SMB,Retail,27.042069078408904
2023-05-28,North,California,Bob,Alpha,Electronics,4,196.63,22.64,New,Enterprise,Retail,11.514011086812797
2023-05-27,North,Ohio,Charlie,Alpha,Office Supplies,35,2990,643.01,Returning,Enterprise,Online,21.505351170568563
2023-05-27,South,Georgia,Charlie,Alpha,Electronics,26,2325.41,390.46,New,Individual,Online,16.791017497989603
2023-05-26,East,Texas,Diana,Delta,Furniture,10,358.63,112.26,New,Enterprise,Online,31.302456570839027
2023-05-25,West,Georgia,Bob,Alpha,Office Supplies,4,321.21,50.47,New,Individual,Retail,15.712462252109214
2023-05-25,South,North Carolina,Bob,Alpha,Electronics,9,478.03,78.02,Returning,Individual,Online,16.32115139217204
2023-05-25,North,Pennsylvania,Bob,Alpha,Office Supplies,45,2037.99,558.66,New,SMB,Online,27.41230329883856
2023-05-24,East,California,Diana,Alpha,Electronics,34,731.46,77.93,Returning,Individual,Online,10.654034396959506
2023-05-23,North,Pennsylvania,Bob,Beta,Office Supplies,32,2720.96,835.52,Returning,SMB,Online,30.706809361401856
2023-05-22,South,Texas,Charlie,Beta,Office Supplies,47,1319.18,283.54,New,Individual,Retail,21.493655149410998
2023-05-22,East,California,Bob,Beta,Electronics,19,1682.75,181.42,Returning,Individual,Retail,10.78116178873867
2023-05-22,East,Illinois,Charlie,Beta,Furniture,47,2634.32,553.44,Returning,Enterprise,Retail,21.008837195177506
2023-05-21,East,New York,Diana,Gamma,Electronics,39,2226.34,309.67,Returning,Individual,Retail,13.909375926408366
2023-05-21,West,North Carolina,Diana,Gamma,Electronics,15,573.5,153.22,Returning,Individual,Retail,26.716652136006974
2023-05-21,West,Pennsylvania,Alice,Gamma,Electronics,28,1334.35,434.62,Returning,SMB,Online,32.57166410611909
2023-05-20,North,Ohio,Bob,Delta,Electronics,23,504.64,112.39,New,SMB,Online,22.271322130627773
2023-05-20,South,Illinois,Alice,Beta,Electronics,26,1296.8,392.26,Returning,SMB,Online,30.248303516347935
2023-05-20,South,Texas,Alice,Delta,Electronics,40,1378.96,354.95,Returning,Enterprise,Retail,25.74041306491849
2023-05-20,East,California,Bob,Gamma,Office Supplies,4,368.86,88.52,Returning,Individual,Online,23.998264924361546
2023-05-20,North,Georgia,Diana,Delta,Furniture,49,2221.32,598.46,New,Individual,Retail,26.941638305151894
2023-05-20,North,California,Bob,Alpha,Electronics,23,858.88,158.44,Returning,SMB,Online,18.447280178837556
2023-05-20,North,Texas,Charlie,Delta,Office Supplies,43,2195.37,325.05,Returning,Enterprise,Retail,14.806160237226528
2023-05-20,East,Illinois,Charlie,Epsilon,Furniture,42,2454.56,386.98,Returning,Individual,Online,15.76575842513526
2023-05-20,West,New York,Alice,Beta,Electronics,12,532.25,181.01,Returning,SMB,Retail,34.00845467355566
2023-05-19,North,New York,Alice,Gamma,Office Supplies,28,806.19,317.66,Returning,SMB,Online,39.402622210645134
2023-05-19,West,California,Alice,Gamma,Furniture,36,2588.64,774.54,Returning,Enterprise,Online,29.920730576673467
2023-05-18,North,Michigan,Bob,Delta,Electronics,28,1138.02,189.75,New,Individual,Online,16.673696420098068
2023-05-18,North,Florida,Diana,Beta,Electronics,11,921.73,177.28,New,SMB,Retail,19.233398066678962
2023-05-18,East,Texas,Diana,Epsilon,Electronics,14,923.71,364.91,New,SMB,Online,39.504822942265434
2023-05-18,East,Michigan,Alice,Alpha,Furniture,26,1605.28,164.26,New,Enterprise,Online,10.232482806737766
2023-05-17,South,California,Bob,Epsilon,Office Supplies,43,2271.75,593.54,Returning,SMB,Online,26.126994607681304
2023-05-17,West,New York,Alice,Epsilon,Office Supplies,29,1082.96,431.72,Returning,Enterprise,Online,39.8648149516141
2023-05-17,West,California,Alice,Beta,Electronics,1,62.35,10.66,New,SMB,Retail,17.09703287890938
2023-05-17,South,Ohio,Alice,Epsilon,Office Supplies,39,962.77,207.88,New,Enterprise,Retail,21.5918651391298
2023-05-16,East,Michigan,Bob,Delta,Furniture,29,1901.33,638.88,New,Individual,Retail,33.601741938537764
2023-05-16,East,Florida,Charlie,Beta,Office Supplies,2,88.2,12.7,New,SMB,Online,14.39909297052154
2023-05-16,East,New York,Alice,Epsilon,Electronics,13,863.3,320.39,New,Enterprise,Online,37.11224371597359
2023-05-15,East,New York,Alice,Delta,Electronics,39,3744.56,710.39,Returning,Enterprise,Online,18.971254299570578
2023-05-15,East,New York,Charlie,Alpha,Electronics,24,1945.85,387.87,Returning,Individual,Retail,19.933191150397
2023-05-15,East,Illinois,Alice,Alpha,Electronics,22,2162.77,558.51,New,Individual,Online,25.82382777641635
2023-05-15,South,North Carolina,Bob,Delta,Furniture,7,542.88,61.65,New,Individual,Online,11.356100795755967
2023-05-14,North,Florida,Diana,Gamma,Furniture,10,240.19,55.09,New,Enterprise,Online,22.936008992880637
2023-05-14,South,Pennsylvania,Alice,Delta,Office Supplies,14,1284.4,134.31,Returning,Individual,Retail,10.45702273435067
2023-05-14,East,New York,Charlie,Alpha,Office Supplies,31,1220.96,174.5,New,Individual,Retail,14.292032499017166
2023-05-13,East,Ohio,Charlie,Alpha,Electronics,46,932.14,276.82,New,Individual,Online,29.697255777029202
2023-05-13,West,Illinois,Diana,Epsilon,Office Supplies,21,713.32,164.03,Returning,Individual,Retail,22.995289631581898
2023-05-12,North,Texas,Alice,Delta,Office Supplies,41,2562.4,958.02,New,Individual,Retail,37.387605369965655
2023-05-11,North,Texas,Bob,Epsilon,Furniture,11,658.64,171.17,New,SMB,Retail,25.988400340094742
2023-05-10,South,Georgia,Alice,Gamma,Office Supplies,10,504.83,74.82,New,SMB,Retail,14.82083077471624
2023-05-10,South,Florida,Diana,Beta,Office Supplies,43,1631.12,329.85,New,Individual,Retail,20.222301240865175
2023-05-08,West,North Carolina,Bob,Gamma,Office Supplies,13,1002.66,197.21,Returning,Enterprise,Retail,19.66868130772146
2023-05-08,South,Texas,Alice,Delta,Furniture,3,201.3,69.7,New,Enterprise,Online,34.62493790362643
2023-05-07,West,Illinois,Alice,Epsilon,Furniture,29,2433.94,642.98,Returning,SMB,Online,26.417249398095272
2023-05-06,East,New York,Alice,Alpha,Furniture,19,1198.66,265.29,New,SMB,Online,22.132214305975005
2023-05-06,East,Ohio,Charlie,Alpha,Electronics,26,1319.38,348.57,New,Enterprise,Retail,26.41922721278176
2023-05-06,South,Pennsylvania,Charlie,Epsilon,Office Supplies,39,2977.16,986.54,New,SMB,Retail,33.13694930739363
2023-05-06,North,Illinois,Bob,Gamma,Furniture,15,1383.39,293.8,Returning,Individual,Retail,21.237684239440792
2023-05-05,South,New York,Alice,Gamma,Office Supplies,1,33.64,10.49,New,Individual,Online,31.183115338882285
2023-05-05,West,Georgia,Diana,Delta,Furniture,19,1195.6,433,Returning,Enterprise,Online,36.21612579458013
2023-05-05,South,New York,Bob,Beta,Office Supplies,1,31.57,8.63,New,Enterprise,Retail,27.336078555590753
2023-05-04,East,California,Diana,Alpha,Office Supplies,48,2539.43,744.36,Returning,SMB,Retail,29.312089720921623
2023-05-04,East,California,Diana,Beta,Office Supplies,15,1095.92,191.11,New,Enterprise,Online,17.43831666545003
2023-05-03,North,New York,Alice,Beta,Furniture,44,4026.29,495.17,Returning,Enterprise,Retail,12.298418643465821
2023-05-02,West,Pennsylvania,Diana,Delta,Office Supplies,22,1473.97,453.69,Returning,Enterprise,Online,30.780137994667463
2023-05-02,West,Illinois,Alice,Gamma,Electronics,16,623.87,127.05,Returning,SMB,Retail,20.364819593825636
2023-05-02,North,New York,Alice,Beta,Office Supplies,7,424.47,61.81,New,SMB,Retail,14.561688694136215
2023-05-01,East,California,Charlie,Delta,Office Supplies,11,236.7,70.21,New,SMB,Online,29.662019433882552
2023-05-01,East,Florida,Alice,Delta,Furniture,33,815.65,226.34,Returning,Individual,Retail,27.74964752038252
2023-05-01,South,Michigan,Alice,Alpha,Office Supplies,14,742.1,197.8,New,SMB,Online,26.654089745317343
2023-05-01,East,North Carolina,Bob,Alpha,Office Supplies,18,716.21,126.85,New,SMB,Retail,17.711285796065397
2023-04-30,East,Michigan,Diana,Epsilon,Furniture,16,442.69,126.54,New,Individual,Retail,28.58433666900088
2023-04-30,North,Pennsylvania,Alice,Delta,Office Supplies,37,2385.07,254.91,Returning,Enterprise,Online,10.68773662827506
2023-04-30,East,New York,Diana,Delta,Furniture,46,4349.75,590.88,New,Individual,Online,13.584228978676935
2023-04-29,West,California,Diana,Gamma,Furniture,19,1839.99,320.61,New,SMB,Retail,17.42455122038707
2023-04-29,North,California,Alice,Gamma,Electronics,13,640.84,68.4,Returning,SMB,Online,10.673491043006054
2023-04-29,East,Florida,Diana,Epsilon,Office Supplies,29,2494.01,683.97,New,Enterprise,Online,27.42450912386077
2023-04-29,East,Texas,Diana,Delta,Office Supplies,16,1018.94,321.22,New,Enterprise,Online,31.524918052093355
2023-04-29,West,Illinois,Alice,Gamma,Electronics,40,3837.2,744.56,New,Individual,Online,19.40373188783488
2023-04-28,South,California,Bob,Beta,Office Supplies,27,2188.32,782.95,Returning,SMB,Retail,35.778588140674124
2023-04-28,South,Georgia,Alice,Beta,Office Supplies,7,614.04,147.8,New,SMB,Online,24.07009315354049
2023-04-28,East,North Carolina,Bob,Delta,Furniture,49,4876.86,713.81,New,Enterprise,Retail,14.63667195695591
2023-04-27,North,North Carolina,Diana,Epsilon,Office Supplies,15,827.25,161.41,Returning,Individual,Retail,19.511634935025686
2023-04-27,West,California,Charlie,Epsilon,Electronics,32,2698.39,448.54,Returning,Individual,Online,16.622504530479286
2023-04-26,North,New York,Diana,Alpha,Electronics,31,2514.24,551.9,New,SMB,Retail,21.95096729031437
2023-04-26,West,North Carolina,Alice,Gamma,Electronics,30,828.2,252.51,New,SMB,Retail,30.489012315865732
2023-04-25,North,Illinois,Charlie,Alpha,Furniture,35,3399.16,1247.21,New,Enterprise,Online,36.691712070040836
2023-04-25,South,California,Bob,Delta,Furniture,34,2147.52,600.65,Returning,Individual,Retail,27.96947176277753
2023-04-24,West,Illinois,Diana,Epsilon,Electronics,25,2286.9,542.43,New,Enterprise,Retail,23.719008264462808
2023-04-24,North,Texas,Alice,Delta,Furniture,42,3043.66,788.9,New,Enterprise,Online,25.919452238423478
2023-04-24,South,Texas,Diana,Epsilon,Electronics,16,1011.72,180.07,Returning,Enterprise,Retail,17.79840272012019
2023-04-24,East,Georgia,Alice,Beta,Furniture,37,2119.5,526.77,New,Enterprise,Retail,24.853503184713375
2023-04-23,East,Ohio,Bob,Epsilon,Furniture,29,842.44,177.87,Returning,Enterprise,Retail,21.11366981624804
2023-04-22,South,Pennsylvania,Diana,Alpha,Furniture,20,583.1,79.45,New,Enterprise,Online,13.62545018007203
2023-04-22,South,Florida,Diana,Gamma,Office Supplies,41,995.49,143.83,Returning,SMB,Online,14.44816120704377
2023-04-22,South,Florida,Diana,Epsilon,Office Supplies,18,586.82,171.71,New,Enterprise,Online,29.261102211921887
2023-04-21,North,North Carolina,Alice,Epsilon,Electronics,22,1065.87,212.92,Returning,Individual,Online,19.97616970174599
2023-04-21,East,Pennsylvania,Charlie,Epsilon,Electronics,32,3146.54,408.66,Returning,Individual,Retail,12.987599077081494
2023-04-21,West,North Carolina,Alice,Delta,Electronics,34,1624.19,498.66,New,SMB,Retail,30.70207303332738
2023-04-21,West,Ohio,Alice,Beta,Electronics,22,2083.14,799.35,New,Individual,Online,38.37236095509663
2023-04-21,East,Pennsylvania,Alice,Delta,Office Supplies,21,1175.55,171.34,Returning,Enterprise,Retail,14.575305176300457
2023-04-21,East,New York,Alice,Epsilon,Office Supplies,48,1842.52,646.38,New,Enterprise,Retail,35.08130169550399
2023-04-20,North,New York,Alice,Delta,Furniture,41,2539.55,942.51,New,Individual,Online,37.1132680986789
2023-04-20,North,North Carolina,Diana,Beta,Furniture,15,1303.32,279.66,Returning,Individual,Online,21.457508516711172
2023-04-20,South,Georgia,Charlie,Epsilon,Electronics,23,729.43,262.93,Returning,Individual,Online,36.04595368986743
2023-04-20,South,Michigan,Diana,Gamma,Furniture,15,791.55,173.78,New,SMB,Online,21.95439327900954
2023-04-20,South,Texas,Alice,Beta,Office Supplies,32,2182.85,223.36,New,Enterprise,Retail,10.232494216276887
2023-04-19,East,California,Alice,Beta,Electronics,41,906.12,93.54,New,Enterprise,Online,10.323136008475698
2023-04-19,South,Texas,Bob,Epsilon,Office Supplies,26,2386.31,337.18,New,Enterprise,Retail,14.12976520234169
2023-04-18,North,Pennsylvania,Diana,Delta,Electronics,39,2605.19,691.67,New,SMB,Online,26.549695031840287
2023-04-18,East,Pennsylvania,Charlie,Alpha,Office Supplies,11,483.61,184.09,Returning,SMB,Online,38.065796819751455
2023-04-18,North,Ohio,Alice,Beta,Office Supplies,27,1225.23,446.89,Returning,Enterprise,Retail,36.473968152918225
2023-04-17,North,Michigan,Diana,Delta,Furniture,11,803.65,245.2,New,Enterprise,Retail,30.510794500093326
2023-04-16,South,North Carolina,Diana,Beta,Furniture,2,89.5,13.97,New,Enterprise,Online,15.608938547486034
2023-04-16,East,Michigan,Bob,Epsilon,Electronics,32,1681.53,597.21,Returning,SMB,Online,35.51586947601292
2023-04-16,South,Ohio,Alice,Alpha,Office Supplies,20,1150.53,452.23,Returning,SMB,Online,39.306232779675454
2023-04-16,West,California,Charlie,Beta,Office Supplies,38,3436.5,633.46,Returning,Enterprise,Online,18.433289684271788
2023-04-16,South,Georgia,Alice,Epsilon,Electronics,34,3349.41,960.5,Returning,SMB,Retail,28.676692312974527
2023-04-14,North,Illinois,Diana,Alpha,Furniture,13,1023.98,345.54,Returning,Enterprise,Retail,33.744799703119206
2023-04-14,East,New York,Charlie,Epsilon,Office Supplies,11,1000.95,361.14,New,Individual,Retail,36.07972426195115
2023-04-13,East,New York,Alice,Epsilon,Office Supplies,12,950.91,260.97,Returning,SMB,Retail,27.444237625011837
2023-04-13,South,New York,Alice,Alpha,Furniture,7,152.93,16.54,New,SMB,Online,10.815405741188778
2023-04-13,West,Texas,Diana,Gamma,Office Supplies,28,2596.26,402.86,New,Enterprise,Retail,15.516935900102455
2023-04-12,West,California,Diana,Delta,Furniture,37,2805.36,821.92,Returning,SMB,Online,29.298200587446882
2023-04-12,East,North Carolina,Bob,Delta,Furniture,41,908.69,297.21,Returning,Individual,Retail,32.70752401809197
2023-04-11,South,North Carolina,Charlie,Epsilon,Office Supplies,32,1804.51,677.51,Returning,Enterprise,Retail,37.54537242797213
2023-04-10,West,North Carolina,Diana,Alpha,Electronics,34,3112.7,889.31,New,Enterprise,Retail,28.57037298808109
2023-04-08,West,Illinois,Diana,Delta,Furniture,2,83.82,30.89,New,Individual,Online,36.8527797661656
2023-04-08,East,Georgia,Bob,Delta,Electronics,22,1023.55,127.56,Returning,SMB,Online,12.46250793805872
2023-04-08,North,Florida,Bob,Beta,Electronics,28,1286.71,488.2,New,Individual,Retail,37.941727351151386
2023-04-07,East,Michigan,Bob,Alpha,Electronics,38,1949.4,578.33,New,Individual,Retail,29.667077049348517
2023-04-07,South,Georgia,Bob,Alpha,Office Supplies,19,678.08,112.22,Returning,SMB,Retail,16.549669655497876
2023-04-07,East,Illinois,Diana,Delta,Office Supplies,38,2347.74,901.27,New,Enterprise,Retail,38.388833516488205
